date,benefits_order,sales_order,department_percentage,department_list,benefits,sales,customer_region,total,region_percentage,order_item_total,order_item_profit_ratio,department_list.1,customer_segment,customer_segment_total
2017-12-14,1360599976,2834500122,,,,,,,,,,,,
2017-12-15,-3117999878,2834500122,,,,,,,,,,,,
2017-12-15,9212000275,2834500122,,,,,,,,,,,,
2017-12-16,7252999878,2789500122,,,,,,,,,,,,
2017-12-16,7252999878,2789500122,,,,,,,,,,,,
2017-12-17,1037200012,2729500122,,,,,,,,,,,,
2017-12-17,4913000107,2729500122,,,,,,,,,,,,
2017-12-18,9226000214,2729500122,,,,,,,,,,,,
2017-12-18,3084000015,2729500122,,,,,,,,,,,,
2017-12-19,-1917000008,2699599915,,,,,,,,,,,,
2017-12-19,9770000458,2639599915,,,,,,,,,,,,
2017-12-20,8579000092,2639599915,,,,,,,,,,,,
2017-12-20,1266999969,2639599915,,,,,,,,,,,,
2017-12-20,1214199982,2639599915,,,,,,,,,,,,
2017-12-21,-4091300049,2639599915,,,,,,,,,,,,
2017-12-21,2904000092,2639599915,,,,,,,,,,,,
2017-12-21,4302000046,2639599915,,,,,,,,,,,,
2017-12-22,-1122000027,2609599915,,,,,,,,,,,,
2017-12-22,8612000275,2609599915,,,,,,,,,,,,
2017-12-23,9916000366,2609599915,,,,,,,,,,,,
2017-12-23,730699997,2609599915,,,,,,,,,,,,
2017-12-23,1069899979,2609599915,,,,,,,,,,,,
2017-12-23,8168000031,2609599915,,,,,,,,,,,,
2017-12-24,1172799988,2549600067,,,,,,,,,,,,
2017-12-24,6629000092,2549600067,,,,,,,,,,,,
2017-12-25,2880999947,2549600067,,,,,,,,,,,,
2017-12-25,2880999947,2549600067,,,,,,,,,,,,
2017-12-25,6705000305,2549600067,,,,,,,,,,,,
2017-12-25,1147300034,2549600067,,,,,,,,,,,,
2017-12-25,-1846900024,2519600067,,,,,,,,,,,,
2017-12-26,1209400024,2519600067,,,,,,,,,,,,
2017-12-26,-5668999863,2519600067,,,,,,,,,,,,
2017-12-27,4980000019,2489600067,,,,,,,,,,,,
2017-12-27,2190999985,2489600067,,,,,,,,,,,,
2017-12-28,4481000137,2489600067,,,,,,,,,,,,
